id,manchete,f1,f2,f3
51,"IPCA de janeiro desacelera e fica em 0,16%; inflação acumulada de 12 meses cai para 4,56%","O IPCA, indicador oficial da inflação no Brasil, fechou janeiro com alta de 0,16%, a menor para o mês desde 1994, e acumula 4,56% nos últimos 12 meses.","A desaceleração foi influenciada pela queda de 14,21% nos preços de energia elétrica residencial, devido à incorporação do Bônus de Itaipu, enquanto os alimentos e bebidas tiveram o quinto aumento consecutivo de 0,96%.","O índice varia entre as regiões, com Aracaju apresentando a maior variação e Rio Branco a menor, refletindo diferentes dinâmicas de preços no país."
52,Reforma tributária: qual o melhor regime para os médicos? Veja simulações,"A reforma tributária reduzirá a alíquota padrão do IVA em 60%, beneficiando os profissionais de saúde que atuam como empresas, como médicos, com aumento na carga tributária de até 5 pontos percentuais em alguns regimes.","Apesar do impacto na tributação, os médicos poderão recuperar créditos tributários e se beneficiar de reduções específicas em itens de saúde, além de simplificar obrigações fiscais no Lucro Presumido.","A decisão de permanecer no Simples Nacional ou migrar para outros regimes dependerá de negociações contratuais e da análise dos efeitos de transição, que devem ser avaliados em 2025 e 2026."
53,Morre empresário que representou Brasil em negociação que estabeleceu Mercosul,"Carlos Mariani Bittencourt, renomado estrategista do desenvolvimento industrial brasileiro, faleceu aos 87 anos no Rio de Janeiro, deixando um legado na petroquímica e na economia do país.","Engenheiro formado pela Escola Politécnica da UFRJ, ele participou de negociações internacionais importantes, como o Tratado de Assunção que criou o Mercosul, e liderou diversas entidades do setor industrial, incluindo a Firjan e a Abiquim.","Sua contribuição foi reconhecida com várias homenagens, e líderes do setor lamentaram sua perda, destacando sua dedicação e influência na indústria nacional."
54,Ministério da Indústria já calcula impactos de sobretaxação pelos EUA e avalia possíveis retaliações,"O governo brasileiro aguarda a formalização da possível taxação do aço e do alumínio pelos Estados Unidos para definir medidas de retaliação, que estão sendo preparadas pelo MDIC.","Técnicos do ministério avaliam que a decisão de retaliar dependerá da confirmação oficial de Trump e será tomada pelo presidente Lula, considerando os impactos nas exportações brasileiras, especialmente nos setores de aço, combustíveis e aviação.","Apesar das ameaças, o Brasil possui tarifas de importação mais elevadas sobre produtos norte-americanos e uma relação comercial com os EUA de déficit relativamente pequeno, o que pode influenciar na resposta do governo."
55,Inflação chinesa acelera com gastos do feriado de Ano Novo Chinês,"A economia chinesa apresenta sinais de recuperação, impulsionada pela aceleração da inflação ao consumidor em janeiro, que subiu 0,5% na comparação anual devido ao feriado do Festival da Primavera.","Apesar do aumento nos preços ao consumidor, a demanda interna ainda enfrenta desafios, como a fraqueza do setor imobiliário e a desaceleração na renda disponível, enquanto o Índice de Preços ao Produtor permanece em queda.","Autoridades planejam ampliar estímulos fiscais e monetários, com projeções de crescimento do PIB de cerca de 5% no primeiro trimestre e ao longo de 2025, mantendo a expectativa de uma recuperação em formato de ‘U’."
56,Haddad diz que governo irá se manifestar sobre tarifas de Trump após 'decisões concretas',"O ministro da Fazenda, Fernando Haddad, afirmou que o governo brasileiro só se manifestará sobre as tarifas de 25% sobre aço e alumínio anunciadas por Donald Trump após decisões concretas e oficiais.","Lula também declarou que, em resposta às medidas dos EUA, o Brasil poderá aplicar tarifas reciprocamente, seguindo o princípio da reciprocidade e a legislação da Organização Mundial do Comércio.",As declarações ocorrem em meio a tensões comerciais e preocupações sobre o impacto dessas tarifas na economia brasileira.
57,Pé-de-Meia: Haddad se reúne com ministro do TCU para discutir suspensão de recursos para programa,"O ministro da Fazenda, Fernando Haddad, reuniu-se com o TCU para discutir o impasse sobre os recursos do programa Pé-de-Meia, que enfrenta risco de paralisação devido ao bloqueio de aproximadamente R$ 6 bilhões.","A Advocacia-Geral da União entrou com recurso contra a decisão do TCU, que exige a inclusão de fundos privados no Orçamento da União, enquanto o governo argumenta que não há ilegalidade na utilização desses recursos.","A avaliação do recurso está na pauta do TCU, e a questão é considerada pacificada pelo ministro Haddad, com uma negociação de transição em andamento para garantir a continuidade do programa social."
58,"Boletim Focus: projeção do IPCA para 2025 sobe pela 17ª semana e chega a 5,58%","Analistas de mercado elevaram as projeções de inflação para os próximos anos, com o IPCA para 2025 passando de 5,51% para 5,58% e para 2026 de 4,28% para 4,30%, indicando expectativas acima da meta oficial do Banco Central.","As previsões do PIB para 2025 e 2026 apresentaram leve queda, de 2,06% para 2,03% e de 1,72% para 1,70%, respectivamente.","A taxa Selic permaneceu em 15% para 2025, enquanto a previsão para 2026 subiu para 12,50%, e o dólar deve fechar o ano em US$ 6, conforme estimativas do mercado financeiro."
59,"Balança comercial brasileira tem superávit de US$ 2,1 bilhões em janeiro","A balança comercial brasileira registrou superávit de US$ 2,1 bilhões em janeiro, uma queda de 65,1% em relação ao mesmo período de 2023.","O resultado foi influenciado pela redução nas exportações de setores como agropecuária e indústria extrativa, enquanto a indústria de transformação apresentou leve crescimento.","O governo destacou a diminuição nas vendas de produtos agrícolas, como soja e milho, e a redução nas importações de China e Macau, enquanto a Argentina aumentou suas compras de produtos brasileiros."
60,Fazenda prioriza frear gastos com BPC e redobra aposta no STF para resolver imbróglio da desoneração,"O ministro da Fazenda, Fernando Haddad, tem preocupado-se com o aumento do gasto com o Benefício de Prestação Continuada (BPC), que cresceu 14,9% entre 2023 e 2024, atingindo R$ 113,4 bilhões e representando 1% do PIB.","Além disso, o governo enfrenta dificuldades para compensar a renúncia fiscal decorrente da desoneração da folha de pagamentos, cujo custo de R$ 45 bilhões em 2024 pode levar o governo a recorrer ao STF para solucionar o impasse.","O governo busca alternativas, como o aumento de alíquotas de tributos, mas ainda não há uma definição definitiva para conter esses gastos e manter o equilíbrio fiscal."
61,Haddad diz acreditar que dólar 'em patamar adequado' vai ajudar a reduzir preços,"O ministro da Fazenda, Fernando Haddad, afirmou que a valorização do dólar deve contribuir para a redução da inflação e dos preços de combustíveis nas próximas semanas, destacando a influência da política fiscal e monetária nesse processo.","Ele criticou a alta da taxa Selic conduzida pelo Banco Central e ressaltou a necessidade de ações coordenadas para evitar recessão e controlar a inflação, além de mencionar medidas para diminuir os preços de alimentos e estimular a competição no mercado.","Haddad também destacou a importância de melhorar a comunicação do governo e comparou os indicadores econômicos atuais com os de dois anos atrás, reconhecendo avanços e desafios na gestão."
62,"Payroll: mercado de trabalho dos EUA deve iniciar 2025 sólido, mas com menor ritmo de contratações","O mercado de trabalho dos Estados Unidos deve apresentar um crescimento moderado em janeiro de 2025, com previsão de criação de 169 mil vagas e taxa de desemprego estável em 4,1%.","Apesar de uma leve desaceleração, economistas acreditam que o cenário permanecerá forte e equilibrado, sem gerar preocupações para o Federal Reserve.","Os dados sobre salários e ganhos por hora devem indicar um ritmo saudável de crescimento, reforçando a expectativa de estabilidade na política monetária até o verão norte-americano."
63,Mercado de trabalho deve seguir apertado neste início de 2025,"A pesquisa do IBGE revelou um fortalecimento do mercado de trabalho brasileiro em 2024, com redução da taxa de desocupação para 6,6% e criação de 1,69 milhão de empregos formais, impulsionados pelo aumento na demanda por mão de obra e crescimento da ocupação.","Apesar da desaceleração prevista para 2025 devido ao aumento dos juros e condições financeiras mais restritivas, o mercado manteve ganhos salariais e elevação do rendimento real habitual, refletindo uma melhora na qualidade dos empregos e na renda das famílias.","No entanto, a expectativa é de que a desaceleração econômica e a escassez de mão de obra possam pressionar custos e preços, enquanto a taxa de desocupação deve permanecer baixa, beneficiando os trabalhadores mais qualificados."
64,"Pix pode se integrar com sistemas de pagamentos internacionais, diz Galípolo","O presidente do Banco Central, Gabriel Galípolo, afirmou que o Pix possui potencial para se integrar a sistemas internacionais de pagamento instantâneo, devido à sua programabilidade.","Ele destacou que, apesar do avanço tecnológico, questões de governança, como regras de tributação e combate à lavagem de dinheiro, representam obstáculos para essa conexão.","Galípolo ressaltou ainda que o Pix se consolidou como o meio de pagamento mais utilizado no Brasil, promovendo maior concorrência, rapidez, segurança e baixo custo."
